"","Word","Length","Freq_KF","Freq_HAL","SUBTLWF","Ortho_N","Phono_N","NSyll","NMorph","I_Mean_RT","I_Zscore","Obs","I_Mean_Accuracy"
"5148","oiler",5,"#","124","0.120",4,3,"2","2","#","#","#","#"
"5149","oinks",5,"#","6","0.040",9,2,"1","2","#","#","#","#"
"5150","OKADA",5,"#","76","#",0,0,"3","#","#","#","#","#"
"5151","okapi",5,"#","22","#",0,0,"3","#","#","#","#","#"
"5152","okays",5,"#","8","0.140",0,2,"2","2","#","#","#","#"
"5153","OLNEY",5,"#","151","#",2,0,"2","#","#","#","#","#"
"5154","OLSEN",5,"#","1,608","#",2,1,"2","2","#","#","#","#"
"5155","OLSON",5,"#","3,792","#",1,1,"2","2","#","#","#","#"
"5156","OLVEY",5,"#","0","#",1,1,"2","#","#","#","#","#"
"5157","Omani",5,"#","24","#",0,0,"3","2","#","#","#","#"
"5158","omens",5,"#","232","0.840",3,2,"2","2","#","#","#","#"
"5159","ONELY",5,"#","9","#",0,0,"#","#","#","#","#","#"
"5160","ONLEH",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5161","oozes",5,"#","188","0.200",2,2,"2","2","#","#","#","#"
"5162","opals",5,"#","25","0.100",2,3,"2","2","#","#","#","#"
"5163","orals",5,"#","35","0.020",2,0,"2","#","#","#","#","#"
"5164","oriel",5,"1","34","#",0,1,"3","#","#","#","#","#"
"5165","Orlon",5,"#","32","0.100",1,1,"2","#","#","#","#","#"
"5166","orlop",5,"#","0","0.060",1,1,"2","#","#","#","#","#"
"5167","ORMOC",5,"#","5","#",0,0,"#","#","#","#","#","#"
"5168","ORNEY",5,"#","3","#",1,0,"#","#","#","#","#","#"
"5169","orris",5,"1","23","0.020",1,6,"2","#","#","#","#","#"
"5170","ORVIL",5,"#","3","#",1,0,"#","#","#","#","#","#"
"5171","ORVIS",5,"#","228","#",2,2,"2","#","#","#","#","#"
"5172","ORZAE",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5173","OSAKA",5,"#","1,032","0.900",0,0,"3","1","#","#","#","#"
"5174","osier",5,"1","6","#",0,7,"2","1","#","#","#","#"
"5175","OSKAR",5,"#","313","#",1,0,"2","#","#","#","#","#"
"5176","OSO'S",5,"#","2","#",0,0,"#","#","#","#","#","#"
"5177","OSRAM",5,"#","25","#",0,0,"#","#","#","#","#","#"
"5178","OSRIC",5,"#","16","#",0,0,"2","#","#","#","#","#"
"5179","OTHON",5,"#","25","#",0,0,"#","#","#","#","#","#"
"5180","OURAY",5,"#","39","#",1,0,"#","#","#","#","#","#"
"5181","ousts",5,"#","23","0.020",7,2,"1","2","#","#","#","#"
"5182","OUT'N",5,"#","5","#",0,0,"#","#","#","#","#","#"
"5183","outed",5,"#","189","0.240",4,2,"2","2","#","#","#","#"
"5184","outre",5,"1","164","#",0,1,"2","1","#","#","#","#"
"5185","OUTTA",5,"#","2,499","62.450",0,4,"2","2","#","#","#","#"
"5186","ouzel",5,"#","15","#",0,4,"2","1","#","#","#","#"
"5187","overs",5,"#","1,198","0.120",3,8,"2","2","#","#","#","#"
"5188","ovoid",5,"1","34","0.040",1,1,"2","2","#","#","#","#"
"5189","OWENS",5,"#","2,784","#",3,15,"2","1","#","#","#","#"
"5190","oxeye",5,"#","2","#",0,1,"2","2","#","#","#","#"
"5191","OZZIE",5,"#","631","#",0,3,"2","1","#","#","#","#"
"5192","PABOR",5,"#","2","#",2,0,"#","#","#","#","#","#"
"5193","PACEM",5,"#","58","#",3,0,"#","#","#","#","#","#"
"5194","PACHE",5,"#","15","#",1,0,"#","#","#","#","#","#"
"5195","PACTA",5,"#","15","#",2,0,"#","#","#","#","#","#"
"5196","pacts",5,"#","84","0.180",6,2,"1","2","#","#","#","#"
"5197","paged",5,"#","491","2.780",11,9,"1","2","#","#","#","#"
"5198","PAGET",5,"#","56","#",4,0,"2","#","#","#","#","#"
"5199","PAIDE",5,"#","1","#",2,0,"#","#","#","#","#","#"
"5200","PAINE",5,"#","972","2.760",6,48,"1","1","#","#","#","#"
"5201","paler",5,"#","131","0.250",7,18,"2","2","#","#","#","#"
"5202","palls",5,"#","12","#",16,39,"1","2","#","#","#","#"
"5203","pally",5,"#","29","0.900",10,24,"2","2","#","#","#","0.76"
"5204","palmy",5,"1","26","0.040",4,2,"2","2","#","#","#","#"
"5205","PAMPA",5,"2","39","#",0,1,"2","1","#","#","#","#"
"5206","panga",5,"#","31","#",3,2,"2","#","#","#","#","#"
"5207","panto",5,"#","11","0.200",6,7,"2","1","#","#","#","#"
"5208","panty",5,"1","619","1.040",6,13,"2","2","#","#","#","#"
"5209","PANZA",5,"#","67","#",3,4,"2","#","#","#","#","#"
"5210","papas",5,"#","274","0.160",4,4,"2","2","#","#","#","#"
"5211","papaw",5,"1","4","0.080",2,1,"2","1","#","#","#","#"
"5212","Papua",5,"#","371","0.200",0,0,"2","1","#","#","#","#"
"5213","paras",5,"#","154","0.040",8,7,"2","2","#","#","#","#"
"5214","PARAY",5,"#","7","#",4,0,"#","#","#","#","#","#"
"5215","pared",5,"#","303","0.040",15,24,"1","2","#","#","#","#"
"5216","PAREE",5,"#","23","#",6,0,"#","#","#","#","#","#"
"5217","parer",5,"#","12","#",11,19,"2","2","#","#","#","#"
"5218","pares",5,"#","167","0.020",25,42,"1","2","#","#","#","0.71"
"5219","parky",5,"#","10","0.140",11,15,"2","1","#","#","#","#"
"5220","parrs",5,"#","4","#",8,30,"1","2","#","#","#","#"
"5221","PARTI",5,"#","667","0.020",4,7,"2","1","#","#","#","#"
"5222","pasha",5,"3","182","0.530",1,0,"2","1","#","#","#","#"
"5223","pater",5,"#","88","0.200",12,17,"2","1","#","#","#","#"
"5224","pates",5,"#","50","#",18,24,"1","2","#","#","#","#"
"5225","PATIL",5,"#","128","#",1,0,"#","#","#","#","#","#"
"5226","PATTI",5,"#","1,314","#",3,25,"2","1","#","#","#","#"
"5227","paves",5,"#","39","0.040",17,19,"1","2","#","#","#","#"
"5228","pawed",5,"#","50","0.200",10,28,"1","2","#","#","#","#"
"5229","pawky",5,"#","0","#",2,22,"2","#","#","#","#","0.79"
"5230","pawls",5,"#","25","#",5,35,"1","#","#","#","#","#"
"5231","pawns",5,"#","603","0.800",6,19,"1","2","#","#","#","#"
"5232","PAXAM",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5233","paxes",5,"#","0","#",11,5,"2","2","#","#","#","#"
"5234","payee",5,"1","88","#",3,16,"2","2","#","#","#","#"
"5235","payer",5,"1","628","0.160",9,18,"1","2","#","#","#","#"
"5236","PAYNE",5,"#","1,898","#",3,48,"1","1","#","#","#","#"
"5237","PEALE",5,"#","30","#",5,52,"1","#","#","#","#","#"
"5238","peaty",5,"#","13","0.020",3,19,"2","2","#","#","#","#"
"5239","PECOS",5,"#","132","#",2,0,"2","#","#","#","#","#"
"5240","PEDEN",5,"#","16","#",0,1,"2","#","#","#","#","#"
"5241","peeks",5,"#","193","0.160",10,31,"1","2","#","#","#","#"
"5242","peeps",5,"#","309","0.630",11,29,"1","2","#","#","#","#"
"5243","PEEPY",5,"#","4","0.120",2,12,"2","2","#","#","#","#"
"5244","pekes",5,"#","10","#",3,31,"1","2","#","#","#","#"
"5245","pekoe",5,"#","24","0.020",0,13,"2","#","#","#","#","#"
"5246","PELTZ",5,"#","24","#",1,6,"1","#","#","#","#","#"
"5247","PENNA",5,"#","233","0.020",3,8,"2","1","#","#","#","#"
"5248","peons",5,"#","196","0.200",2,2,"2","#","#","#","#","#"
"5249","PERCY",5,"#","804","#",4,11,"2","1","#","#","#","#"
"5250","PEREZ",5,"#","2,372","#",1,2,"2","1","#","#","#","#"
"5251","peris",5,"#","22","#",5,19,"2","2","#","#","#","#"
"5252","perks",5,"#","772","1.760",9,28,"1","2","#","#","#","#"
"5253","PERLE",5,"#","123","0.020",4,19,"1","#","#","#","#","#"
"5254","perms",5,"#","117","0.040",4,11,"1","2","#","#","#","#"
"5255","perry",5,"#","7,224","7.670",11,34,"2","1","#","#","#","#"
"5256","PERSE",5,"#","42","0.040",5,13,"1","#","#","#","#","#"
"5257","PESCE",5,"#","35","#",2,32,"1","#","#","#","#","#"
"5258","pesos",5,"#","1,066","1.860",2,2,"2","2","#","#","#","#"
"5259","PETEY",5,"#","124","#",2,7,"2","#","#","#","#","#"
"5260","pewit",5,"#","2","#",1,0,"2","#","#","#","#","#"
"5261","PEZZA",5,"#","16","#",1,1,"2","#","#","#","#","#"
"5262","PFAFF",5,"#","232","#",0,12,"1","#","#","#","#","#"
"5263","PFOHL",5,"#","85","#",0,45,"1","#","#","#","#","#"
"5264","phial",5,"#","47","0.060",0,4,"1","1","#","#","#","#"
"5265","phlox",5,"1","16","0.490",0,13,"1","1","#","#","#","#"
"5266","phuts",5,"#","0","#",2,8,"1","#","#","#","#","#"
"5267","PHYFE",5,"#","13","#",0,14,"1","#","#","#","#","#"
"5268","PICON",5,"#","49","#",1,7,"2","#","#","#","#","#"
"5269","PIERO",5,"#","205","#",1,2,"2","#","#","#","#","#"
"5270","pieta",5,"#","75","0.040",2,0,"3","1","#","#","#","#"
"5271","PIGEN",5,"#","0","#",2,0,"#","#","#","#","#","#"
"5272","piked",5,"#","2","#",10,18,"1","2","#","#","#","#"
"5273","pikes",5,"#","202","0.240",13,29,"1","2","#","#","#","#"
"5274","pilau",5,"#","4","#",1,7,"2","1","#","#","#","#"
"5275","PIMEN",5,"#","0","#",3,0,"#","#","#","#","#","#"
"5276","PINAR",5,"#","108","#",1,0,"#","#","#","#","#","#"
"5277","pined",5,"#","18","0.100",8,24,"1","2","#","#","#","#"
"5278","pings",5,"#","269","0.240",11,18,"1","2","#","#","#","#"
"5279","pinko",5,"#","160","0.470",2,6,"2","2","#","#","#","#"
"5280","pinny",5,"#","2","#",4,19,"2","1","#","#","#","#"
"5281","PINSK",5,"#","24","#",0,1,"1","#","#","#","#","#"
"5282","pints",5,"#","484","1.250",11,5,"1","2","#","#","#","#"
"5283","PIP'S",5,"#","22","#",2,27,"1","2","#","#","#","#"
"5284","pipal",5,"#","14","0.060",2,0,"#","#","#","#","#","#"
"5285","pipit",5,"#","5","#",0,4,"2","#","#","#","#","#"
"5286","PIRIE",5,"#","63","#",1,20,"2","#","#","#","#","#"
"5287","piton",5,"1","46","0.120",2,1,"2","1","#","#","#","#"
"5288","Pitot",5,"#","63","#",3,0,"#","#","#","#","#","#"
"5289","PIWEN",5,"#","0","#",2,0,"#","#","#","#","#","#"
"5290","plage",5,"#","45","#",3,5,"1","#","#","#","#","#"
"5291","plait",5,"22","180","0.550",3,14,"1","1","#","#","#","#"
"5292","plash",5,"1","0","0.100",6,11,"1","1","#","#","#","0.88"
"5293","PLATH",5,"#","291","#",3,6,"1","1","#","#","#","#"
"5294","PLAYA",5,"#","438","0.430",2,3,"1","1","#","#","#","#"
"5295","plebs",5,"1","26","0.020",2,0,"1","2","#","#","#","#"
"5296","plies",5,"#","79","0.060",3,14,"1","2","#","#","#","#"
"5297","plods",5,"#","17","0.040",6,4,"1","2","#","#","#","#"
"5298","plonk",5,"#","526","0.060",2,2,"1","1","#","#","#","#"
"5299","plops",5,"#","46","0.060",9,6,"1","2","#","#","#","#"
"5300","ploys",5,"#","353","0.020",6,9,"1","2","#","#","#","#"
"5301","plums",5,"#","113","1.040",5,8,"1","2","#","#","#","#"
"5302","plunk",5,"1","317","0.140",6,5,"1","1","#","#","#","#"
"5303","POARK",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5304","pocks",5,"#","4","0.020",12,45,"1","#","#","#","#","#"
"5305","podgy",5,"#","2","0.120",4,11,"2","1","#","#","#","#"
"5306","podia",5,"#","383","#",0,0,"2","2","#","#","#","#"
"5307","poesy",5,"1","12","#",1,0,"2","1","#","#","#","#"
"5308","POGUE",5,"#","155","#",2,14,"1","#","#","#","#","#"
"5309","POHLY",5,"#","0","#",1,0,"#","#","#","#","#","#"
"5310","poled",5,"#","14","#",10,35,"1","2","#","#","#","#"
"5311","POLIS",5,"#","177","#",4,2,"2","1","#","#","#","#"
"5312","polys",5,"#","266","0.020",4,18,"2","2","#","#","#","#"
"5313","pommy",5,"#","69","0.040",2,18,"2","1","#","#","#","#"
"5314","ponce",5,"#","517","0.490",3,13,"1","1","#","#","#","#"
"5315","poncy",5,"#","18","#",2,0,"#","#","#","#","#","#"
"5316","pongs",5,"#","11","0.020",8,11,"1","2","#","#","#","#"
"5317","pongy",5,"#","0","#",4,11,"2","2","#","#","#","#"
"5318","poofs",5,"#","23","0.160",8,4,"1","2","#","#","#","#"
"5319","poops",5,"#","120","0.330",7,16,"1","2","#","#","#","#"
"5320","poove",5,"#","3","#",1,0,"#","#","#","#","#","#"
"5321","poppa",5,"#","189","0.880",1,5,"2","#","#","#","#","#"
"5322","popsy",5,"#","0","0.100",2,1,"2","#","#","#","#","#"
"5323","PORGY",5,"#","104","0.120",3,2,"2","1","#","#","#","#"
"5324","PORTA",5,"#","463","0.120",3,2,"2","#","#","#","#","#"
"5325","PORTO",5,"#","796","0.160",2,2,"2","1","#","#","#","#"
"5326","POSEY",5,"#","165","0.550",4,12,"2","2","#","#","#","#"
"5327","poufs",5,"#","7","#",3,6,"1","2","#","#","#","#"
"5328","pouts",5,"#","67","0.100",10,17,"1","2","#","#","#","#"
"5329","PRADO",5,"#","261","0.900",0,1,"2","1","#","#","#","#"
"5330","prats",5,"#","68","0.020",5,3,"1","2","#","#","#","#"
"5331","PRATT",5,"#","1,251","#",2,3,"1","1","#","#","#","#"
"5332","prays",5,"#","268","1.000",8,22,"1","2","#","#","#","#"
"5333","preps",5,"#","204","0.040",4,1,"1","2","#","#","#","#"
"5334","PREXY",5,"#","12","0.020",1,1,"2","#","#","#","#","#"
"5335","preys",5,"#","97","0.250",4,22,"1","2","#","#","#","#"
"5336","pried",5,"#","128","0.330",6,16,"1","2","#","#","#","#"
"5337","pries",5,"#","43","0.080",9,17,"1","2","#","#","#","#"
"5338","prigs",5,"#","11","0.040",3,4,"1","2","#","#","#","#"
"5339","prims",5,"#","24","#",9,10,"1","#","#","#","#","#"
"5340","prink",5,"1","1","#",5,1,"1","#","#","#","#","#"
"5341","prods",5,"#","436","0.270",5,5,"1","2","#","#","#","#"
"5342","proem",5,"1","1","#",0,0,"2","#","#","#","#","#"
"5343","profs",5,"#","712","0.040",5,3,"1","2","#","#","#","#"
"5344","prole",5,"#","39","0.040",4,7,"1","1","#","#","#","#"
"5345","proms",5,"#","261","0.290",6,5,"1","2","#","#","#","#"
"5346","prosy",5,"1","1","0.020",2,0,"2","2","#","#","#","#"
"5347","prows",5,"#","1","#",9,15,"1","2","#","#","#","#"
"5348","PRUTA",5,"#","0","#",0,0,"2","#","#","#","#","#"
"5349","pseud",5,"#","25","#",0,8,"1","#","#","#","#","#"
"5350","pshaw",5,"#","62","0.100",0,27,"1","#","#","#","#","#"
"5351","pubes",5,"#","262","0.510",4,2,"1","2","#","#","#","#"
"5352","pucks",5,"#","266","0.160",13,31,"1","2","#","#","#","#"
"5353","PUERI",5,"#","12","#",0,0,"#","#","#","#","#","#"
"5354","puked",5,"#","221","0.840",4,1,"1","2","#","#","#","#"
"5355","pukes",5,"#","192","0.310",7,1,"1","2","#","#","#","#"
"5356","pukka",5,"1","37","0.080",0,5,"2","1","#","#","#","#"
"5357","puled",5,"#","2","#",6,1,"1","2","#","#","#","#"
"5358","pules",5,"#","7","#",11,3,"1","2","#","#","#","#"
"5359","pulps",5,"#","211","0.020",5,4,"1","2","#","#","#","#"
"5360","pumas",5,"#","78","0.060",4,1,"2","2","#","#","#","#"
"5361","punts",5,"#","99","0.020",8,9,"1","2","#","#","#","#"
"5362","pupae",5,"#","41","0.040",2,0,"#","#","#","#","#","#"
"5363","pupas",5,"#","1","0.040",5,3,"2","3","#","#","#","#"
"5364","purer",5,"#","165","0.310",3,3,"2","2","#","#","#","#"
"5365","purls",5,"#","6","#",5,29,"1","2","#","#","#","#"
"5366","purrs",5,"#","160","0.240",3,28,"1","2","#","#","#","#"
"5367","pursy",5,"#","1","#",2,11,"2","#","#","#","#","#"
"5368","pussy",5,"5","11,282","25.670",4,7,"2","2","#","#","#","#"
"5369","PUTAS",5,"#","33","#",3,0,"#","#","#","#","#","#"
"5370","putti",5,"#","4","0.040",4,0,"#","#","#","#","#","#"
"5371","putto",5,"#","0","#",3,0,"2","#","#","#","#","#"
"5372","putts",5,"#","350","0.100",7,22,"1","2","#","#","#","#"
"5373","pylon",5,"1","195","0.530",1,2,"2","1","#","#","#","#"
"5374","PYNTE",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5375","pyres",5,"#","31","0.040",7,26,"1","2","#","#","#","#"
"5376","pyxes",5,"#","0","#",2,8,"2","#","#","#","#","#"
"5377","Qatar",5,"#","278","0.080",0,0,"2","1","#","#","#","#"
"5378","quads",5,"#","642","0.250",2,3,"1","2","#","#","#","#"
"5379","quaff",5,"1","41","0.080",1,6,"1","1","#","#","#","#"
"5380","quays",5,"#","22","#",1,43,"1","2","#","#","#","#"
"5381","quean",5,"41","3","#",2,3,"1","1","#","#","#","#"
"5382","quern",5,"#","1","#",3,5,"1","#","#","#","#","#"
"5383","QUIBS",5,"#","0","#",4,0,"#","#","#","#","#","#"
"5384","quids",5,"#","28","0.060",5,4,"1","1","#","#","#","#"
"5385","quiff",5,"#","8","0.060",1,11,"1","1","#","#","#","#"
"5386","quins",5,"#","49","#",6,10,"1","2","#","#","#","#"
"5387","quips",5,"#","190","0.430",4,7,"1","2","#","#","#","#"
"5388","quire",5,"1","35","0.020",3,2,"1","1","#","#","#","#"
"5389","QUIRT",5,"8","67","0.880",6,6,"1","#","#","#","#","#"
"5390","quoin",5,"#","3","#",1,0,"2","#","#","#","#","#"
"5391","quoit",5,"1","2","0.020",1,4,"1","1","#","#","#","#"
"5392","QUYNE",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5393","RABAT",5,"#","91","0.240",0,1,"2","1","#","#","#","#"
"5394","RACIE",5,"#","0","#",1,0,"#","#","#","#","#","#"
"5395","RACIN",5,"#","51","#",1,0,"#","#","#","#","#","#"
"5396","RADIC",5,"#","91","#",2,0,"#","#","#","#","#","#"
"5397","RAESZ",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5398","RAFER",5,"#","1","#",6,14,"2","#","#","#","#","#"
"5399","ragas",5,"#","200","#",2,2,"2","#","#","#","#","#"
"5400","RAIMU",5,"#","0","#",0,0,"#","#","#","#","#","#"
"5401","RAINE",5,"#","237","#",7,51,"1","#","#","#","#","#"
"5402","rakes",5,"#","222","0.200",17,24,"1","2","#","#","#","#"
"5403","RAMEY",5,"#","156","#",1,7,"2","1","#","#","#","#"
"5404","rands",5,"#","110","0.020",12,9,"1","#","#","#","#","0.84"
"5405","ranee",5,"1","8","#",2,12,"2","#","#","#","#","#"
"5406","RANGY",5,"#","38","#",5,3,"2","2","#","#","#","#"
"5407","ranis",5,"#","6","#",4,4,"2","#","#","#","#","#"
"5408","RANKE",5,"#","6","#",3,11,"1","#","#","#","#","#"
"5409","RANSY",5,"#","0","#",4,0,"#","#","#","#","#","0.85"
"5410","rants",5,"#","1,146","0.200",9,7,"1","2","#","#","#","#"
"5411","ratch",5,"#","2","#",10,26,"1","#","#","#","#","#"
"5412","RATON",5,"#","1,814","#",4,0,"2","#","#","#","#","#"
"5413","RATOR",5,"#","7","#",4,0,"#","#","#","#","#","#"
"5414","RATTO",5,"#","9","#",2,0,"#","#","#","#","#","#"
"5415","raved",5,"#","198","0.120",18,20,"1","2","#","#","#","#"
"5416","raver",5,"#","106","0.080",12,20,"2","2","#","#","#","#"
"5417","raves",5,"#","924","0.570",21,25,"1","2","#","#","#","#"
"5418","rawly",5,"#","7","#",1,6,"2","2","#","#","#","#"
"5419","rayed",5,"#","16","#",9,46,"1","2","#","#","#","#"
"5420","razed",5,"#","166","0.120",14,17,"1","2","#","#","#","#"
"5421","razes",5,"#","4","#",13,17,"2","2","#","#","#","#"
"5422","reals",5,"#","593","0.250",12,0,"2","2","#","#","#","#"
"5423","REAMA",5,"#","0","#",1,0,"#","#","#","#","#","#"
"5424","reaps",5,"#","47","0.080",7,24,"1","2","#","#","#","#"
"5425","rears",5,"#","518","0.330",18,31,"1","2","#","#","#","#"
"5426","rebus",5,"1","53","#",3,2,"2","1","#","#","#","#"
"5427","recce",5,"#","97","0.020",0,9,"2","1","#","#","#","#"
"5428","RECIT",5,"#","6","#",2,0,"#","#","#","#","#","#"
"5429","recto",5,"1","34","#",0,1,"2","1","#","#","#","#"
"5430","redid",5,"#","143","0.470",0,0,"2","2","#","#","#","#"
"5431","reeds",5,"#","721","0.310",14,31,"1","2","#","#","#","#"
"5432","reeks",5,"#","281","1.290",7,28,"1","2","#","#","#","#"
"5433","REESE",5,"#","1,028","9.710",3,29,"1","1","#","#","#","#"
"5434","reeve",5,"1","316","0.250",2,26,"1","1","#","#","#","#"
"5435","REINE",5,"#","123","#",6,51,"1","#","#","#","#","#"
"5436","REISS",5,"#","388","#",3,35,"1","1","#","#","#","#"
"5437","rejig",5,"#","1","0.020",0,0,"2","2","#","#","#","#"
"5438","remit",5,"1","183","0.140",2,1,"2","2","#","#","#","#"
"5439","REMUS",5,"#","613","0.250",2,2,"2","1","#","#","#","#"
"5440","rends",5,"#","22","0.040",11,10,"1","2","#","#","#","#"
"5441","reran",5,"#","71","0.040",1,0,"#","#","#","#","#","#"
"5442","REV'S",5,"#","40","#",1,9,"1","2","#","#","#","#"
"5443","REYES",5,"#","560","#",0,58,"1","1","#","#","#","#"
"5444","rheas",5,"#","2","#",0,9,"1","2","#","#","#","#"
"5445","rheum",5,"384","27","0.080",0,33,"1","1","#","#","#","#"
"5446","RHODE",5,"#","2,096","#",0,48,"1","1","#","#","#","#"
"5447","rhomb",5,"#","0","#",0,28,"1","#","#","#","#","#"
"5448","RIBAS",5,"#","38","#",1,1,"2","#","#","#","#","#"
"5449","RIBES",5,"#","14","#",11,0,"#","#","#","#","#","#"
"5450","RICAN",5,"#","802","#",0,6,"2","2","#","#","#","#"
"5451","RICCI",5,"#","334","#",1,3,"2","1","#","#","#","#"
"5452","RICCO",5,"#","83","#",2,5,"2","#","#","#","#","#"
"5453","ricks",5,"#","163","0.200",14,38,"1","2","#","#","#","#"
"5454","riffs",5,"#","648","0.200",5,15,"1","2","#","#","#","#"
"5455","rifts",5,"#","285","0.080",6,6,"1","2","#","#","#","#"
"5456","RIGGS",5,"#","331","#",1,21,"1","1","#","#","#","#"
"5457","riled",5,"#","229","1.450",8,19,"1","2","#","#","#","#"
"5458","riles",5,"#","67","0.100",16,20,"1","2","#","#","#","#"
"5459","RILKE",5,"#","132","#",1,0,"2","#","#","#","#","#"
"5460","rills",5,"#","4","0.020",13,28,"1","2","#","#","#","#"
"5461","RILLY",5,"#","121","#",9,0,"#","#","#","#","#","#"
"5462","rimes",5,"#","16","0.080",10,20,"1","2","#","#","#","#"
"5463","rinds",5,"#","72","0.490",10,13,"1","2","#","#","#","#"
"5464","rinks",5,"#","491","0.020",14,18,"1","2","#","#","#","#"
"5465","riper",5,"#","18","0.060",7,10,"2","2","#","#","#","#"
"5466","rived",5,"#","7","0.020",11,12,"1","2","#","#","#","#"
"5467","riven",5,"1","1,596","0.020",9,6,"2","1","#","#","#","#"
"5468","rives",5,"#","33","0.020",19,20,"1","#","#","#","#","0.58"
"5469","roams",5,"#","183","0.430",6,30,"1","2","#","#","#","#"
"5470","roans",5,"#","7","#",5,28,"1","2","#","#","#","#"
"5471","ROCCO",5,"#","497","#",1,8,"2","#","#","#","#","#"
"5472","romps",5,"#","54","#",2,5,"1","2","#","#","#","#"
"5473","Roneo",5,"#","4","#",3,0,"#","#","#","#","#","#"
"5474","roods",5,"#","6","#",10,21,"1","2","#","#","#","0.88"
"5475","rooks",5,"#","304","0.800",11,20,"1","2","#","#","#","#"
"5476","ropey",5,"#","37","0.020",3,11,"2","2","#","#","#","#"
"5477","ROSSI",5,"#","724","#",0,6,"2","1","#","#","#","#"
"5478","rotas",5,"#","16","#",1,9,"2","3","#","#","#","#"
"5479","roues",5,"#","4","#",6,5,"2","#","#","#","#","#"
"5480","routs",5,"#","48","0.020",7,22,"1","2","#","#","#","#"
"5481","roves",5,"#","2","0.020",13,21,"1","2","#","#","#","#"
"5482","rowan",5,"#","1,295","1.690",2,3,"1","1","#","#","#","#"
"5483","rowel",5,"1","1","0.060",6,10,"2","#","#","#","#","1.00"
"5484","ROYCE",5,"#","1,409","#",2,13,"1","1","#","#","#","#"
"5485","rucks",5,"#","25","0.020",12,12,"1","#","#","#","#","#"
"5486","ruder",5,"#","112","0.180",4,27,"2","2","#","#","#","#"
"5487","ruffs",5,"#","17","0.020",9,18,"1","2","#","#","#","#"
"5488","RUFUS",5,"#","470","3.650",1,0,"2","1","#","#","#","#"
"5489","RUGER",5,"#","776","#",6,12,"2","#","#","#","#","#"
"5490","ruing",5,"#","13","0.040",2,11,"2","2","#","#","#","#"
"5491","RUMEN",5,"#","24","0.020",1,0,"2","#","#","#","#","#"
"5492","rumps",5,"#","19","0.100",10,13,"1","2","#","#","#","#"
"5493","rungs",5,"#","124","0.120",5,10,"1","2","#","#","#","#"
"5494","runts",5,"#","84","0.200",9,7,"1","2","#","#","#","#"
"5495","ruses",5,"#","27","#",9,11,"2","2","#","#","#","#"
"5496","rushy",5,"#","4","#",6,7,"2","2","#","#","#","#"
"5497","rusks",5,"#","19","#",7,6,"1","2","#","#","#","#"
"5498","RUSSE",5,"#","45","0.200",0,8,"1","#","#","#","#","#"
"5499","rusts",5,"#","71","0.080",11,13,"1","2","#","#","#","#"
"5500","RYDER",5,"#","1,445","1.310",2,21,"2","1","#","#","#","#"
"5501","RYLIE",5,"#","53","#",1,0,"#","#","#","#","#","#"
"5502","SAADI",5,"#","23","#",1,7,"2","#","#","#","#","#"
"5503","Sabah",5,"#","524","#",1,3,"2","#","#","#","#","#"
"5504","SABOL",5,"#","55","#",1,0,"2","#","#","#","#","#"
"5505","sabot",5,"#","182","#",3,0,"2","#","#","#","#","#"
"5506","sabra",5,"#","131","0.350",1,0,"2","#","#","#","#","#"
"5507","SACRE",5,"#","64","0.180",2,0,"#","#","#","#","#","#"
"5508","sadhu",5,"#","65","0.020",0,3,"2","#","#","#","#","#"
"5509","SADIE",5,"#","274","#",0,12,"2","1","#","#","#","#"
"5510","safes",5,"#","203","0.430",7,7,"1","2","#","#","#","#"
"5511","sagas",5,"#","140","0.060",2,1,"2","2","#","#","#","#"
"5512","sahib",5,"#","657","1.250",0,0,"2","#","#","#","#","#"
"5513","saith",5,"#","470","0.290",2,13,"1","1","#","#","#","#"
"5514","SALLE",5,"#","404","0.570",6,47,"1","#","#","#","#","#"
"5515","salvo",5,"2","479","0.370",1,3,"2","1","#","#","#","#"
"5516","SAMAR",5,"#","49","#",1,0,"2","#","#","#","#","#"
"5517","SAMOS",5,"#","53","#",2,0,"2","#","#","#","#","#"
"5518","Sango",5,"#","35","#",3,0,"#","#","#","#","#","#"
"5519","SANTE",5,"#","190","#",5,1,"2","#","#","#","#","#"
"5520","SANTO",5,"#","676","#",6,6,"2","1","#","#","#","#"
"5521","SAPIO",5,"#","7","#",0,0,"#","#","#","#","#","#"
"5522","SARAN",5,"#","252","0.900",2,1,"2","#","#","#","#","#"
"5523","sarge",5,"#","199","13.390",5,8,"1","#","#","#","#","#"
"5524","saris",5,"#","52","0.020",3,7,"2","2","#","#","#","#"
"5525","sarky",5,"#","10","#",3,6,"2","#","#","#","#","#"
"5526","SARMI",5,"#","0","#",2,0,"#","#","#","#","#","#"
"5527","SARTI",5,"#","42","#",2,2,"2","#","#","#","#","#"
